file_path,file_name,text,dimensions,width,height
"/data/thesis/AdImageNet/images/(300, 250)/ad_000056.jpg",ad_000056.jpg,"HERO
WARS
YOU HAVE ONLY
2 MOVES
TRY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000061.jpg",ad_000061.jpg,"WILSON ANTIQUES
ANTIQUES
Two Great Locations!","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000062.jpg",ad_000062.jpg,"GOAL
ON You Tube
SUBSCRIBE NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000064.jpg",ad_000064.jpg,"ALL NEW
DUSK 19
AVAILABLE NOW!
LONE
WOLF","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000065.jpg",ad_000065.jpg,"June
UP TO 50% OFF
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000066.jpg",ad_000066.jpg,"WERUVA
All natural
Ingredients
you can see.","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000079.jpg",ad_000079.jpg,"HYPERSOFT SNEAKERS
Your Feet Need
Hypersoft.
GET 70% OFF
en.gethypersoft.com","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000084.jpg",ad_000084.jpg,"Protect Your
Online Financial
Activity
Startpage
Search Privately","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000085.jpg",ad_000085.jpg,"Helios
Education Foundation
Partnerships
That Drive
Equity
MENT
MORE INFORMATION","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000086.jpg",ad_000086.jpg,"Genuine Leather
GUALAPTAR
O
Banggood","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000087.jpg",ad_000087.jpg,"misterb&b
Luca
Host in Rome
Welcome the largest
LGBTQ+ travel community","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000090.jpg",ad_000090.jpg,"HERO
WARS
TRY NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000091.jpg",ad_000091.jpg,"Onextpit
Find your Job→→→
A
Adobe
HIRING NOW!","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000093.jpg",ad_000093.jpg,"You deserve it.
AVENUE
AVENUE
COFFEE
Click here to order now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000098.jpg",ad_000098.jpg,"F
SAKA
loro
MOCK DRAFT
SIMULATOR
YOU'RE ON THE CLOCK","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000099.jpg",ad_000099.jpg,"SARTE
Caitl
MOBILE
ORDER
ON THE
GO
EATS
P
PENN STATE GO","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000104.jpg",ad_000104.jpg,"VOLVO
Get a limited-time offer
on a Volvo XC90
Mild-Hybrid today.
LEARN MORE","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_000115.jpg",ad_000115.jpg,"ZOLUCKY
Soft.clouds
FREE
SHIPPING
SHOP NOW","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000116.jpg",ad_000116.jpg,Texas MBA,"(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000127.jpg",ad_000127.jpg,"10
5
pueb
theft
osie
San Andreas
FF
ang
12","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000131.jpg",ad_000131.jpg,"Secure Lowest
Prices Without
Price Trackers
Startpage
Search Privately","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000134.jpg",ad_000134.jpg,"of
COUPONS
AVAILABLE
Applied Automatically
At Checkout
CONTINUE →
sal slickdeals","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000135.jpg",ad_000135.jpg,"FAN
ESSENTIALS
NHLSHOP.COM
A Fanatics Experience
BOOOOO
SHOP NOW
Tab","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000137.jpg",ad_000137.jpg,"ORACLE
NETSUITE
Strong CFOs
Practice
These 5
Habits
Download eBook","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000145.jpg",ad_000145.jpg,"FilmFreeway
Discover the world's
best film festivals
APLIC","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000153.jpg",ad_000153.jpg,"NHLSHOP.COM
AF Fanatics Experience
WITHHILL
SMASHVILLE
3
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000155.jpg",ad_000155.jpg,"ebay
The Thrill
of the Find,
Found
Here
Shop Now →","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000157.jpg",ad_000157.jpg,"MIRANDA LAMBERT
FROM
$73
BUY NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000158.jpg",ad_000158.jpg,"NEBULA
MARRIAGE VS BREAKUP
START TEST","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000159.jpg",ad_000159.jpg,"RACE TO JUNE 30TH
Contribute Now
Curti","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000164.jpg",ad_000164.jpg,"WATCH
CHICAGO
TONIGHT
online app facebook podcast","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000166.jpg",ad_000166.jpg,"fanbyte
The best gaming content,
delivered daily.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000172.jpg",ad_000172.jpg,"The wallet, reimagined
SHOP NOW
bellroy","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000174.jpg",ad_000174.jpg,"DINO RUN
CONTINUE
1-
3
MyGameCenter","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000198.jpg",ad_000198.jpg,"NURX. AGE BETTER
WITH TRETINOIN
GOLD STANDARD
ANTI-AGING
INGREDIENT
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000202.jpg",ad_000202.jpg,"EMMIOL
Y2K GRUNGE STYLE
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000211.jpg",ad_000211.jpg,"SAVE UP TO
20%
*Exclusions
apply.
ETHAN ALLEN
Reno 9065 S. VIRGINIA ST.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000212.jpg",ad_000212.jpg,"RANGER 65
.COM
Q10
RANGERGG.COM","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000216.jpg",ad_000216.jpg,"Industry Week
BEST
Plants
The
WINNER
Johnson Controls, Inc.
Norman, OK","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000217.jpg",ad_000217.jpg,"WORLD
REFUGEE DAY
CELEBRATE
THE CREATIVITY
OF REFUGEES
Rescue.org/EU K
nto
اسن","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000218.jpg",ad_000218.jpg,"ONEWHEEL
OFFICIAL
VEHICLE
OF SUMMER
Destroy Boredom
Shop Now
GT","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000223.jpg",ad_000223.jpg,"LIGHTER.
SIMPLER.
STRONGER.
មហ
S
INTEGRATED
SEE HOW
WE BUILT IT ▸
INTERNATIONAL","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000225.jpg",ad_000225.jpg,"ROSELINLIN
• Chic
LINEN
FASHION
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000233.jpg",ad_000233.jpg,"THE BIBLE
NEVER
SAID THAT
FREE PODCAST >","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000239.jpg",ad_000239.jpg,"Medscape
Trending
Podcasts in
Healthcare
Download Now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000241.jpg",ad_000241.jpg,"Follow
@CineplexMovies
twitter
For movie news, contests & more!
on
CINEPLEX","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000242.jpg",ad_000242.jpg,"moneycontrol PRO
Subscribe for
1 YEAR
—at just
365
Subscribe Now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000243.jpg",ad_000243.jpg,"Raising up
diverse voices
in agriculture
farmland.org
American
Farmland
Trust","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000245.jpg",ad_000245.jpg,"warm tones
are trending
shop now →
AMOR
ASHLEY","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000253.jpg",ad_000253.jpg,"JONNAD YWN MEYERS & EVELYN
SKAUBAD
mm
fest
-HAZEL PARK
JUNE 24&25,2023","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000257.jpg",ad_000257.jpg,"FAB
DEFENSE.
KEEP IT REAL.
FABDEFENSE.CO.UK
ELAJARA","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000261.jpg",ad_000261.jpg,"nickelodeon
The
TIDAL
ZONE
SpondeBo Universa
SPECIAL
FAMILY FUN ON
STREAM NOW
4","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000265.jpg",ad_000265.jpg,"Deficious
Healthy
Food
ChampsDiet.com
OPEN
RECIPES","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000266.jpg",ad_000266.jpg,"ASHLEY
final
touches,
first
impressions
shop home decor →","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000272.jpg",ad_000272.jpg,"Searching for a new job?
888888I
DBGD","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000278.jpg",ad_000278.jpg,"Creative Fabrica
FREE
-FONTS
GET THEM TODAY
ONLY FOR A LIMITED TIME","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000286.jpg",ad_000286.jpg,"FOLLOW THE
TRAIL WITH
NATIONAL
GEOGRAPHIC'S
TRAILS ILLUSTRATED
MAPS
BUY HERE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000292.jpg",ad_000292.jpg,"THE
INTRODUCING
BODIES
PRESENTED BY
EXPLORE NOW
ISSUE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000297.jpg",ad_000297.jpg,"School of PE
START PREPARING
FOR YOUR
FE EXAM
NOW!
WWW.SCHOOLOFPE.COM","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000304.jpg",ad_000304.jpg,"Where small leads
become big stories.
the by-line project.okp.
learn more","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000309.jpg",ad_000309.jpg,"invest529
Grow your
savings
with a
$100 bonus
Learn more
$₂","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(336, 280)/ad_000313.jpg",ad_000313.jpg,"NEBULA
WHO'S MY SOULMATE?
START TEST","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 600)/ad_000314.jpg",ad_000314.jpg,"DIGITAL TRENDS
TECH 101:
HOW TO NOT HAVE
INSTANT POT FOMO","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000316.jpg",ad_000316.jpg,"EMBRACE THE LAZY DAYS OF SUMMER.
WE'LL HANDLE THE PICK-UP.
LA
ist
DONATE MY CAR","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000318.jpg",ad_000318.jpg,"Vertis™
Plant Proteins
that create an
impact for...
DSM","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000320.jpg",ad_000320.jpg,"1609
BAR & RESTAURANT
Dining with a Latin Twist!","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000328.jpg",ad_000328.jpg,"M
MAROC
ACTUALITES","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000335.jpg",ad_000335.jpg,"MASTER
ELECTRONICS
We Stock
so you don't
have to
ORDER NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000336.jpg",ad_000336.jpg,"anc
NORACORA
MERRY CHRISTMAS
62%
OFF
SHOP NOW","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000341.jpg",ad_000341.jpg,"Place an Obituary
Get Started
Legacy.com","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000342.jpg",ad_000342.jpg,"PREVENTATIVE SCREENINGS
Buddy
SAVE LIVES Check
SCHEDULE YOUR SCREENING TODAY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000350.jpg",ad_000350.jpg,"ICONIC
REGIONAL
EATS
SHIPPED TO YOU
SHOP NOW
GOLD
BeLLy","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000353.jpg",ad_000353.jpg,"b
LILIENTHAL BERLIN
www.m
Designed in Berlin.
Made in Germany.
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000356.jpg",ad_000356.jpg,"ASHLEY
relax in
your retreat
shop bedroom →","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000370.jpg",ad_000370.jpg,"The world's best
selling pods and
office phone booths.
GET A QUOTE
000
framery","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000371.jpg",ad_000371.jpg,"FOSTER
ADOPT
RESCUE
ADVOCATE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000375.jpg",ad_000375.jpg,"ibotta There's cash back in
everything you buy
Learn more
ibotta
12.15
NOL","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000377.jpg",ad_000377.jpg,"Newchic
SEMBAD","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_000385.jpg",ad_000385.jpg,"★
LOCAL
eal
Prop
Shop these
Deals NOW!
UP TO 80% OFF!
SUMLINER
T","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000389.jpg",ad_000389.jpg,"FORES
YOUR TALENT. OUR TAPE.
Scotch 75
ELECTRICAL TAPE YEARS
BUY
NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000393.jpg",ad_000393.jpg,"Perfect
Gifts 1
FOR THE
HOLIDAYS
NHLSHOP.COM
AF Fanatics Experience
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000396.jpg",ad_000396.jpg,"YOU HAVE ONLY
2 MOVES
HERO WARS
EXIT
1Q:155
TRY","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000403.jpg",ad_000403.jpg,"Tents without fire
retardants or PFOAs
THETENTLAB","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000406.jpg",ad_000406.jpg,"GOO
P
START YOUR
PJETS NFT
E. Mare
COLLECTION
A
SPECT
SPECT STRET","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000408.jpg",ad_000408.jpg,"GolfMagic
YouTube","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000411.jpg",ad_000411.jpg,"BANANA REPUBLIC
A VOYAGE of WONDER
SHOP NOW","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000413.jpg",ad_000413.jpg,"73
VELOS LBP
Full-auto rated
Low back pressure
No barrel restrictions
SILENCERCO","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000414.jpg",ad_000414.jpg,"GET TRADE IN VALUE
INSTANTLY!
STEVEN
TOYOTA
SHOP NOW","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000418.jpg",ad_000418.jpg,"We're having a
Fetus
Is it really only a fetus!?","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000429.jpg",ad_000429.jpg,"ICOU
Handle you career with care.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000430.jpg",ad_000430.jpg,"OILERS
NHLSHOP.COM
AF Fanatics Experience
OILERS
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000435.jpg",ad_000435.jpg,W 3.CSS Templates,"(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000436.jpg",ad_000436.jpg,"Get your,
favourite
magazines
home delivered
FIND OUT HOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000440.jpg",ad_000440.jpg,"SERAPHIM
INNOVATION
INSPIRES THE LIMITLESS","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000442.jpg",ad_000442.jpg,"Andante
TRAVELS
TRAVEL
WITH THE
NUMBER 1
TOUR
OPERATOR FOR
ARCHAEOLOGY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000444.jpg",ad_000444.jpg,"FREE TAX STAMP
silencershop.com","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000447.jpg",ad_000447.jpg,"SHOTGUN PISTOL
NO FFL REQUIRED
NO LICENSE REQUIRED","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000452.jpg",ad_000452.jpg,"FEEL BETTER SOONER.
LEARN MORE
BAYHEALTH@HOME Bayhealth","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000459.jpg",ad_000459.jpg,"Fashion and Beauty,
Delivered Daily
SIGN UP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000461.jpg",ad_000461.jpg,"A A
CHAND THRAE BAND MR
6.7 BILLION
EDUCATION
ART
|
PLAYING
OUR
LOTTERY","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000468.jpg",ad_000468.jpg,"---
GET UP TO 30% OFF
SELECT APPLIANCES
Shop Now
THE
DEPOT
HOME","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000476.jpg",ad_000476.jpg,"Canva extend
/* The _first_
Canva
Developers
event */
Register now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000488.jpg",ad_000488.jpg,"Dying Liver???
4 Warning Signs of Dying Liver
(#2 Is Scary!)","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000493.jpg",ad_000493.jpg,"★
30 Days to a
BETTER MAN
BECOME A BETTER MAN
IN 30 DAYS
BUY NOW
★","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000503.jpg",ad_000503.jpg,"DOSEC
JustFashionNow FREE SHIPPING","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000505.jpg",ad_000505.jpg,"COUPON CODES
AVAILABLE
GET CODES
Coupert","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000510.jpg",ad_000510.jpg,"THEM
LOUSY
STINKIN'
GATORS
EXCLUSIVE
BUY TODAY ►","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000523.jpg",ad_000523.jpg,"Hilarious Vegas Photos Caught
On Camera","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000533.jpg",ad_000533.jpg,"GOLF
GALAXY
Better
Your
Best
Improve Your Game Today LEARN MORE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000534.jpg",ad_000534.jpg,"THINK OUTSIDE
THE PASTA BOX
CLICK HERE FOR
PASTA RECIPES
Ŝ
INSPIRED TASTE","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000535.jpg",ad_000535.jpg,"NAMIBIA
Africa's rising star","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000536.jpg",ad_000536.jpg,"WNBA ion
WNBA
FRIDAY NIGHTS
ALL SEASON LONG
FIND ION","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000542.jpg",ad_000542.jpg,"DREAMWORKS
PUSSIN BOOTS
THE LAST WISH
STREAMING ONLY ON
peacock
STREAM NOW","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000549.jpg",ad_000549.jpg,"ANTHROPOLOGIE
(laps in the
Bright Sich
OPEN","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000554.jpg",ad_000554.jpg,"Spotlight
LOCAL
MUSIC","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(336, 280)/ad_000559.jpg",ad_000559.jpg,"WIX eCommerce
Start Selling
Online Today
Create Your Store","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000566.jpg",ad_000566.jpg,"THE
LAND OF
EXCEEDING
EXPECTATIONS
Cleveland
JOIN IN ►","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000577.jpg",ad_000577.jpg,"BUSINESS LOANS
BUILT FOR YOU.
CENTURY BANK
M
DIC
S
Learn more","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000584.jpg",ad_000584.jpg,"Miele
Express yourself
in Miele
DISCOVER MORE","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000585.jpg",ad_000585.jpg,"soundavo
WS661 & M66-EXT
Whole-Home
Audio Matrix Amplifier System","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000592.jpg",ad_000592.jpg,"Say Hello
To Honey
beeRX
And goodbye
to fine lines
SHOP NOW","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000597.jpg",ad_000597.jpg,"MICHIGAN
RADIO
Make the next
75
possible.
Donate now","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000600.jpg",ad_000600.jpg,Oreo & Fudge Ice Cream Cake,"(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000602.jpg",ad_000602.jpg,"KILL
THE MINOTAUR
HERO
WARS
555
36
13
15
PLAY
99 75
457
23
42
15 6","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(336, 280)/ad_000605.jpg",ad_000605.jpg,"TAKE
NOTE
BACK TO
SCHOOL
BHA
Wil
HOT TOPIC SHOP NOW","(336, 280)",336,280
"/data/thesis/AdImageNet/images/(300, 250)/ad_000611.jpg",ad_000611.jpg,"Small Hower
(floral studio)","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000614.jpg",ad_000614.jpg,"FEEDBACK
SPORTS
FEEDBACK
PROFESSIONAL
CALIBER TOOLS
LEARN MORE →","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000619.jpg",ad_000619.jpg,"SHARK TANK
SKINCARE WINNER
LEARN MORE","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000623.jpg",ad_000623.jpg,"ASHLEY
style
starts
here
find nearest store →","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000626.jpg",ad_000626.jpg,"DINO RUN
CONTINUE
24
MyGameCenter","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000629.jpg",ad_000629.jpg,"TEEN
T
ESRB
Splitgate
PLAY FREE","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000631.jpg",ad_000631.jpg,"moneycontrol PRO
be the
Bulika
in every market.
stay ahead PRO
with","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000632.jpg",ad_000632.jpg,"NEBULA
WHO'S MY SOULMATE?
START TEST","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000633.jpg",ad_000633.jpg,"Sharing old stories
and a Coca-Cola
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(970, 250)/ad_000634.jpg",ad_000634.jpg,"Make the
forest
part of
your
story.
DISCOVERtheFOREST.org
DOD
ad AS","(970, 250)",970,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000635.jpg",ad_000635.jpg,"NordVPN
Best VPN Deal
Internet Security and Privacy
Get VPN -66%","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000646.jpg",ad_000646.jpg,"00
NAD
years
Learn More","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000651.jpg",ad_000651.jpg,"BEERMKR.
$60 OFF
with code
MYBEER
BEERMKR
get yours now at beermkr.com","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000652.jpg",ad_000652.jpg,"WHICH OFFICE
IS RIGHT FOR YOU?
W
X
P
O
Get the best prices on
Microsoft Office.","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 600)/ad_000673.jpg",ad_000673.jpg,"TIA
MiniInTheBox.com","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 600)/ad_000675.jpg",ad_000675.jpg,"XX.20
TEMU
CLEARANCE
^^^^
$4.94
App new users only","(300, 600)",300,600
"/data/thesis/AdImageNet/images/(300, 250)/ad_000677.jpg",ad_000677.jpg,"BRILLIANT EARTH'
Ethical Engagement Rings
BRILI INT
Shop Now
RTH","(300, 250)",300,250
"/data/thesis/AdImageNet/images/(300, 250)/ad_000680.jpg",ad_000680.jpg,"On
Delivering
critical
data faster.
Learn More
XRapidDeploy","(300, 250)",300,250
